0.915059	0.934268	0.987619	1.121629	1.078381	
0.932705	0.970811	1.014995	1.091722	1.081726	
0.908257	0.964136	0.998561	1.118519	1.113224	
0.901876	0.944680	0.976744	1.121180	1.187158	
0.920883	0.965370	0.964133	1.050821	1.144141	
0.935125	0.999385	0.989697	1.040239	1.055126	
0.872302	0.978089	1.012584	1.041111	1.084368	
0.923802	0.945700	0.998784	1.085037	1.110197	
0.896902	1.001963	1.003580	1.073458	1.275448	
0.969938	0.949209	1.022232	1.049176	1.139967	
1.009481	0.941438	0.985666	1.059182	1.251659	
0.998577	0.974689	0.963767	1.126516	1.015100	
0.907653	0.970448	0.913040	1.192628	0.928472	
1.013005	0.971904	0.822065	1.143759	1.062292	
0.999580	0.973321	0.842615	1.177920	1.057170	
1.051586	0.943261	0.889745	1.098074	1.045198	
0.876570	0.970763	0.882344	1.076181	1.020107	
1.038834	1.027701	0.942498	1.150791	1.057987	
0.948948	0.945559	0.956932	1.089854	1.049671	
0.967224	0.972740	0.940271	1.139425	1.034875	
0.923576	0.981608	0.941186	1.103122	1.057490	
0.895308	0.950646	0.944151	1.161479	1.052486	
1.016167	0.919194	1.145719	0.919024	0.888790	
1.027866	0.935528	1.146342	0.971786	0.910386	
1.033639	0.924986	1.195103	0.897116	0.871928	
1.021433	0.937766	1.128626	0.909783	0.879888	
1.038139	0.935858	1.153980	0.958605	0.921941	
1.058364	0.941098	1.128899	0.916761	0.924366	
1.028611	0.977374	1.156261	0.886764	0.888537	
0.965966	0.963566	1.149085	0.883225	0.887470	
1.005396	0.924568	1.135925	0.898179	0.864196	
1.007550	0.920007	1.141073	0.900526	0.874736	
1.010658	0.970800	1.111409	0.877423	0.930299	
1.017650	0.932019	1.178349	0.858978	0.986048	
0.957184	0.920876	1.064578	0.865443	0.829148	
0.971646	0.881760	1.070229	0.860953	0.839564	
0.993228	0.872942	1.120640	0.871346	0.807687	
1.016125	0.896936	1.085906	0.903631	0.827714	
1.040761	0.902344	1.100295	0.886613	0.823487	
1.032470	0.921986	1.139109	0.952009	0.810055	
1.096308	0.930954	1.157940	0.927916	0.786211	
1.034801	0.928666	1.171658	0.947788	0.819410	
0.968624	0.934416	1.157597	0.937169	0.860165	
1.049274	0.966795	1.160900	0.922235	0.850193	
0.967822	0.933686	1.195338	0.907390	0.827258	
1.067939	0.994581	1.027876	0.955346	1.106331	
1.026341	0.994157	0.953043	0.991416	1.109293	
1.024912	1.006211	0.959903	0.958795	1.123809	
1.119741	0.967089	0.998390	0.988711	1.123189	
1.055942	0.977522	0.965231	1.026505	1.139364	
1.047777	0.973222	0.964856	1.016023	1.152760	
1.089768	0.926354	0.998660	1.020411	1.114309	
0.986869	0.901972	1.045032	1.007510	1.139554	
1.119114	0.950497	1.071048	1.007442	1.186473	
1.052100	0.951639	1.039246	1.037987	1.182788	
0.979346	0.938319	1.030271	0.980528	1.123039	
0.991302	0.876177	1.047218	0.963797	1.084476	
0.997843	0.912199	1.022760	1.057924	1.063698	
0.895899	0.931024	0.977652	1.010262	1.076241	
0.867436	0.929987	0.966153	0.996036	1.003864	
0.906183	0.945142	0.988264	1.014519	1.087108	
0.846784	0.948955	1.018388	0.956612	1.013968	
0.916571	0.928669	0.986419	0.935301	1.046363	
0.995069	0.946521	1.006294	0.976833	1.032636	
0.968614	0.988602	1.008140	0.974470	1.072840	
0.988857	0.998221	1.000510	0.969829	1.078821	
0.998511	0.938207	1.039986	0.955397	1.036716	
1.011585	0.947966	1.014199	1.002472	1.070398	
1.062342	0.953888	1.021356	1.000940	1.034515	
0.928270	0.928863	1.033162	0.964199	1.008745	
0.865807	0.964564	1.051615	0.967378	0.886734	
1.073682	0.952395	1.081658	1.006754	0.906790	
1.012777	0.922377	1.088396	1.022372	0.905504	
1.011913	0.944766	1.112869	0.952764	0.925361	
1.067294	0.991182	1.033365	1.035679	0.933367	
1.036427	0.982025	1.049236	0.981684	0.949056	
1.019331	0.995985	1.061145	0.992252	0.924313	
0.974681	0.971761	1.060234	1.030793	0.911669	
1.009402	0.940502	1.054593	0.961490	0.906167	
0.927292	0.959331	1.065721	0.950428	0.904395	
1.000243	0.941025	1.022060	0.998890	0.907984	
1.013272	0.952501	1.055603	1.011801	0.911551	
0.986056	0.969902	1.038275	0.956291	0.911184	
0.921969	0.942418	1.106167	0.963442	0.911776	
1.118401	0.944240	1.083778	0.987969	0.872352	
1.043915	0.975091	1.052920	0.976575	0.900513	
0.910209	0.917270	1.104064	1.005762	0.907118	
0.986776	0.948245	1.073925	0.999018	0.965819	
0.918312	0.972428	1.074265	1.001565	0.935275	
0.917227	0.959184	1.080998	1.028798	0.975807	
1.057560	0.923026	1.096980	0.999194	0.914759	
0.906871	0.918518	1.078691	1.029949	0.923499	
1.069258	0.918089	1.028439	1.024282	0.919783	
0.927689	1.008869	0.926130	0.990729	1.120285	
0.898491	0.996601	1.010092	0.978100	1.083319	
0.941245	0.979739	0.967243	0.968851	1.101745	
0.918318	1.014780	0.965923	1.062138	1.041785	
0.942548	1.043761	1.016434	1.057565	0.989778	
0.984068	1.064471	1.039774	1.035669	0.979889	
0.884457	0.982766	1.054004	1.082874	1.091647	
0.915181	1.015335	1.090615	1.000063	1.020498	
0.914211	0.973603	1.027180	1.050833	1.044503	
0.901460	1.031847	1.047507	1.001502	1.038291	
0.946378	0.966767	1.079827	1.025180	1.088680	
0.934904	0.961952	1.072673	1.021869	1.159117	
0.903743	0.988622	0.993876	1.015727	0.949760	
0.883223	0.984627	0.987265	1.036469	1.004449	
1.018276	0.992174	0.983495	1.094754	0.989055	
0.910114	0.986041	1.023765	0.989776	0.972223	
0.920078	0.937252	0.980884	0.974830	1.002644	
0.896020	1.008549	1.034294	1.031214	0.943952	
0.858805	0.998451	1.032645	1.039259	0.981400	
0.867922	1.060952	1.007312	1.003580	1.011590	
0.865192	1.031133	0.993378	1.013899	1.024861	
0.915886	1.007459	1.007385	0.999838	1.102561	
0.871968	0.946228	0.992175	0.937350	1.091492	
0.948213	0.968095	0.953878	0.834430	0.950525	
1.034820	0.967072	0.999979	0.825746	0.952289	
0.968406	0.931261	1.039267	0.831189	0.960289	
0.957457	0.937935	1.014386	0.848361	0.972919	
1.000408	0.953222	1.013065	0.878903	0.961278	
1.036046	0.944246	1.063603	0.823399	0.982094	
1.023335	0.957746	1.038601	0.928628	1.039473	
1.003212	0.887318	1.048887	0.841790	0.935093	
1.089749	0.916529	1.045113	0.864623	1.030894	
0.949556	0.956429	1.012005	0.862065	1.054271	
1.047738	0.942619	1.048345	0.882505	1.075390	
0.899621	0.918578	0.954900	0.877382	0.905725	
0.903491	0.921933	0.993743	0.886114	0.855125	
0.950063	0.888831	0.987778	0.858756	0.822526	
0.962667	0.900207	0.913214	0.889017	0.860651	
0.941972	0.955742	0.965091	0.885992	0.826792	
0.976411	0.971747	0.953005	0.902588	0.831922	
0.899812	0.930625	0.923608	0.904288	0.867667	
0.904046	0.941729	0.942643	0.945597	0.846365	
0.959123	0.935578	0.997119	0.947536	0.859320	
0.866610	0.933832	1.033732	0.903289	0.913628	
0.873025	0.921704	0.970921	0.897037	0.933189	
0.907948	0.944142	0.917255	0.831080	1.004938	
0.909088	0.914469	1.053133	1.005539	1.003499	
0.909887	0.922544	1.020784	1.027740	1.024613	
0.927927	0.934716	1.033366	1.064450	1.010124	
0.851741	0.986799	1.034517	1.037506	1.024467	
0.834782	0.941912	1.067955	1.077121	1.038320	
0.935190	0.966366	1.017549	1.036024	1.077019	
0.998854	0.982500	1.122406	1.073334	1.084214	
0.952853	0.971124	1.109021	1.009273	1.116985	
0.977740	0.985866	1.048883	0.997851	1.082641	
1.014589	0.979206	1.082566	1.066484	1.075439	
