1.055803	1.016699	0.901363	1.181376	1.079654	
0.891213	0.958961	0.914210	1.077764	1.074868	
0.978656	0.928817	1.120841	0.946965	0.836414	
0.940242	0.953436	1.020679	0.996629	0.993426	
1.026962	0.922729	1.089697	1.000277	0.857985	
0.930331	0.955172	0.969028	1.017926	0.962091	
0.988054	0.967495	1.045136	0.891521	1.085841	
0.974786	0.946352	1.088290	1.002036	1.081530	
0.936686	0.939664	0.998803	0.930245	1.147722	
1.040686	0.953864	0.952043	0.894951	0.907606	
1.155010	0.953473	1.147596	0.957725	0.928931	
1.092146	0.887405	1.105333	1.057473	1.074791	
1.092730	1.139756	0.990487	0.996029	1.054335	
1.066455	1.053620	0.952332	1.013392	0.990407	
0.965950	1.054949	0.978466	1.034045	1.069962	
1.012921	1.035829	0.998516	1.106334	1.049053	
1.042643	1.020940	0.958146	1.024123	1.084008	
0.992999	1.055909	0.922962	1.070179	1.002059	
1.013321	1.125145	1.056207	1.132262	1.048867	
1.026829	1.053335	0.978971	1.023803	1.095060	
0.810271	0.836644	1.050923	0.740396	0.696478	
0.836738	0.786627	0.899546	0.918144	0.842790	
0.742085	0.814860	0.847893	0.894444	0.789574	
0.816063	0.848072	0.793272	0.971947	0.761372	
0.743478	0.778955	0.875341	0.872948	0.813178	
0.652991	0.581467	0.715062	0.697247	0.623660	
0.637909	0.723768	0.819997	0.756411	0.585123	
0.727241	0.759226	0.732519	0.754328	0.632283	
0.740436	0.597789	0.706973	0.788733	0.674995	
0.684068	0.738848	0.735600	0.576615	0.542379	
0.595999	0.729431	0.686677	0.634517	0.592087	
0.577511	0.397628	0.677108	0.595172	0.559586	
0.559333	0.462429	0.639672	0.661545	0.494021	
0.513382	0.520185	0.710438	0.609016	0.506639	
0.640395	0.600163	0.717043	0.657725	0.505027	
0.735821	0.521904	0.746730	0.648676	0.533379	
0.750713	0.670957	0.680561	0.599699	0.551516	
0.744975	0.795350	0.688217	0.606387	0.613026	
0.414163	0.479523	0.769116	0.638631	0.540613	
0.504423	0.645663	0.772460	0.636617	0.498850	
0.444989	0.415153	0.602554	0.580397	0.461740	
0.650026	0.633254	0.652977	0.630282	0.485975	
0.539437	0.650571	0.536621	0.521764	0.485769	
0.303698	0.488826	0.738347	0.573582	0.376877	
0.427893	0.316304	0.463344	0.478079	0.347645	
0.346652	0.259624	0.520341	0.507598	0.343112	
0.625311	0.522459	0.558087	0.479448	0.365024	
0.511281	0.577697	0.610665	0.476267	0.392481	
0.437376	0.512200	0.557683	0.493320	0.337538	
0.315059	0.445101	0.493371	0.527234	0.375169	
0.432623	0.459372	0.494105	0.505036	0.366331	
0.286876	0.436626	0.514378	0.494048	0.373190	
0.287469	0.586097	0.634176	0.536338	0.406114	
0.613894	0.432060	0.620524	0.475574	0.356986	
